City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,elesbao veloso,-6.2019,-42.1403,27.97,44,58,0.98,BR,1700181918
369,lebowakgomo,-24.2,29.5,17.5,59,100,1.47,ZA,1700181918
370,apodi,-5.6642,-37.7989,27.32,61,49,6.3,BR,1700181919
371,carbonear,47.7332,-53.2148,1.18,81,92,2.68,CA,1700181919
372,saldanha,-33.0117,17.9442,15.03,92,100,2.81,ZA,1700181718
373,ambon,-3.6954,128.1814,31.08,70,20,2.06,ID,1700181920
374,upper dir,35.2058,71.8756,9.84,27,66,3.94,PK,1700181920
375,kitimat,54.0524,-128.6534,4.21,63,100,3.58,CA,1700181921
376,kerikeri,-35.2268,173.9474,22.48,57,100,5.29,NZ,1700181645
377,novo aripuana,-5.1206,-60.3797,31.3,36,77,1.22,BR,1700181706
378,kilindoni,-7.9139,39.6668,26.5,81,100,6.78,TZ,1700181922
379,raduzhny,62.0961,77.475,-2.94,97,99,3.56,RU,1700181922
380,hammerfest,70.6634,23.6821,0.25,69,75,9.26,NO,1700181923
381,lucapa,-8.4192,20.7447,18.89,97,100,0.3,AO,1700181923
382,tromso,69.6496,18.957,1.01,64,75,6.69,NO,1700181923
383,ust'-ilimsk,58.0006,102.6619,0.8,81,100,5.36,RU,1700181924
384,santa cruz,-17.8,-63.1667,31.7,51,20,6.17,BO,1700181638
385,sinton,28.0367,-97.5092,18.93,78,98,1.72,US,1700181924
386,la passe,45.5549,-0.8967,11.13,79,98,4.38,FR,1700181925
387,navia,43.5354,-6.7194,13.25,93,100,0.63,ES,1700181925
388,fredensborg,55.9756,12.4031,4.8,91,99,3.13,DK,1700181926
389,guatire,10.4762,-66.5427,23.64,98,100,1.49,VE,1700181926
390,kill devil hills,36.0307,-75.676,16.1,89,0,3.09,US,1700181595
391,palikir - national government center,6.9248,158.1611,30.41,79,100,3.09,FM,1700181648
392,bikenibeu village,1.3673,173.1241,28.91,76,100,4.94,KI,1700181642
393,cambria,35.5641,-121.0808,22.41,85,1,1.79,US,1700181927
394,kaa-khem,51.6833,94.7333,-16.44,93,100,0.66,RU,1700181928
395,pisco,-13.7,-76.2167,20.01,88,0,9.77,PE,1700181731
396,kavieng,-2.5744,150.7967,28.79,72,11,1.67,PG,1700181639
397,betio village,1.358,172.9211,28.75,76,100,4.52,KI,1700181929
398,alesund,62.4723,6.1549,3.75,73,20,4.12,NO,1700181929
399,malpe,13.35,74.7167,26.61,83,82,1.67,IN,1700181929
400,mata-utu,-13.2816,-176.1745,29.34,73,58,3.04,WF,1700181764
401,cali,3.4372,-76.5225,26.0,61,75,3.6,CO,1700181878
402,ta`u,-14.2336,-169.5144,28.23,80,100,4.63,AS,1700181633
403,copiapo,-27.3667,-70.3333,12.83,59,100,1.8,CL,1700181682
404,lloydminster,53.2835,-110.0016,1.12,60,100,4.12,CA,1700181931
405,huanggang,23.677,116.9996,13.94,58,35,4.52,CN,1700181931
406,sydney mines,46.2367,-60.2177,6.26,78,75,4.63,CA,1700181931
407,brigham city,41.5102,-112.0155,10.7,79,64,2.24,US,1700181702
408,kununurra,-15.7667,128.7333,32.99,58,10,1.03,AU,1700181513
409,puerto lempira,15.2667,-83.7667,27.08,83,20,0.0,HN,1700181932
410,geraldton,-28.7667,114.6,26.23,34,0,12.86,AU,1700181645
411,at-bashi,41.1702,75.8106,-4.73,53,12,1.61,KG,1700181933
412,esmeraldas,-19.7625,-44.3139,26.52,61,100,1.82,BR,1700181934
413,colombo,6.9319,79.8478,25.97,87,85,1.42,LK,1700181935
414,la sarre,48.8002,-79.1996,5.53,69,100,9.46,CA,1700181935
415,wanning,18.8003,110.3967,19.82,72,22,6.57,CN,1700181712
416,juneau,58.3019,-134.4197,4.0,97,75,3.09,US,1700181571
417,djamaa,33.5339,5.9931,16.32,42,16,1.76,DZ,1700181936
418,gusinje,42.5638,19.8333,5.42,74,100,2.71,ME,1700181936
419,mankachar,25.5333,89.8667,21.39,85,100,3.58,IN,1700181937
420,evinayong,1.4368,10.5512,19.93,99,94,0.2,GQ,1700181937
421,candido mendes,-1.4467,-45.7167,26.29,79,30,2.94,BR,1700181937
422,molchanovo,57.5817,83.7692,0.12,91,100,2.84,RU,1700181938
423,zaozersk,69.4005,32.4476,-7.86,80,100,6.91,RU,1700181938
424,alta,69.9689,23.2717,0.59,73,40,5.14,NO,1700181712
425,zhaqsy,51.9083,67.3133,1.13,93,100,2.48,KZ,1700181939
426,hadibu,12.65,54.0333,26.65,86,23,3.79,YE,1700181640
427,tomohon,1.3346,124.8392,26.52,60,87,1.55,ID,1700181822
428,kanigiri,15.4,79.5167,22.76,80,100,1.48,IN,1700181940
429,enewetak,11.3474,162.3373,28.3,83,7,10.26,MH,1700181682
430,tudor vladimirescu,45.5667,27.65,7.45,68,100,2.02,RO,1700181941
431,maiduguri,11.8464,13.1603,26.08,32,100,5.28,NG,1700181941
432,dayrut,27.556,30.8076,18.96,57,73,3.17,EG,1700181941
433,sanctuary point,-35.1114,150.629,21.66,49,2,5.68,AU,1700181942
434,riohacha,11.5444,-72.9072,28.06,83,75,2.57,CO,1700181808
435,niigata,37.9022,139.0236,12.97,94,100,0.51,JP,1700181942
436,altay,47.8667,88.1167,-2.58,57,73,3.19,CN,1700181942
437,sakata,38.9167,139.855,12.1,94,75,4.12,JP,1700181943
438,kondratovo,57.9804,56.1066,0.16,92,75,5.0,RU,1700181943
439,apple valley,34.5008,-117.1859,16.61,72,1,3.55,US,1700181721
440,ancud,-41.8697,-73.8203,10.35,92,98,9.59,CL,1700181791
441,mareeba,-17.0,145.4333,31.91,34,5,2.55,AU,1700181944
442,zhanga buqtyrma,49.6295,83.5248,-1.59,70,100,1.56,KZ,1700181944
443,terenozek,45.05,64.9833,11.67,35,100,3.56,KZ,1700181944
444,ambalangoda,6.2355,80.0538,25.93,86,29,0.68,LK,1700181944
445,peace river,56.2501,-117.286,3.17,64,75,4.12,CA,1700181945
446,hirara,24.8,125.2833,19.92,59,75,9.77,JP,1700181709
447,verdal,63.7933,11.4817,-8.98,73,13,1.47,NO,1700181945
448,thompson,55.7435,-97.8558,-6.91,79,100,4.12,CA,1700181648
449,dossor,47.5272,52.9811,8.06,70,100,3.95,KZ,1700181946
450,cartagena,10.3997,-75.5144,28.79,74,0,2.57,CO,1700181412
451,shubarshi,48.5872,57.1869,6.48,70,100,3.08,KZ,1700181946
452,vadso,70.0744,29.7487,-2.91,80,20,5.66,NO,1700181640
453,xuddur,4.1213,43.8894,23.29,88,94,3.28,SO,1700181947
454,nemuro,43.3236,145.575,10.23,76,99,11.45,JP,1700181772
455,dakhla,23.6848,-15.958,20.63,76,0,6.76,EH,1700181947
456,jabor,5.921,169.6434,28.37,79,95,6.57,MH,1700181948
457,ciudad bolivar,8.1222,-63.5497,27.14,80,81,4.41,VE,1700181916
458,arraial do cabo,-22.9661,-42.0278,24.07,86,100,8.33,BR,1700181571
459,ngorongoro,-3.2397,35.4875,11.89,96,96,2.24,TZ,1700181948
460,la'ie,21.6477,-157.9253,27.98,65,100,2.24,US,1700181816
461,miyoshi,35.0833,137.0667,18.68,75,100,4.47,JP,1700181949
462,chonchi,-42.6128,-73.8092,9.56,97,100,4.94,CL,1700181634
463,sumbe,-11.2061,13.8437,25.21,92,78,3.88,AO,1700181949
464,jaciara,-15.9653,-54.9683,28.35,38,73,1.84,BR,1700181949
465,pama,11.2497,0.7075,28.13,37,74,1.67,BF,1700181950
466,winston,28.0317,-82.0148,21.74,95,100,3.09,US,1700181950
467,fort st. john,56.2499,-120.8529,2.94,65,75,10.8,CA,1700181690
468,riyadh,24.6877,46.7219,18.08,72,81,3.88,SA,1700181838
469,moroto,2.5345,34.6666,20.04,83,100,3.05,UG,1700181951
470,shanwei,22.782,115.3475,16.2,44,5,6.02,CN,1700181951
471,namsos,64.4662,11.4957,-3.97,79,65,5.14,NO,1700181952
472,heunghae,36.1125,129.3522,5.89,42,94,7.46,KR,1700181952
473,petawawa,45.9001,-77.3328,6.77,63,75,4.12,CA,1700181952
474,enshi,30.3,109.4833,8.87,70,100,0.07,CN,1700181952
475,fisterra,42.9049,-9.2629,11.68,76,73,1.62,ES,1700181953
476,corbin,36.9487,-84.0969,17.21,47,0,0.0,US,1700181953
477,dasoguz,41.8363,59.9666,9.97,66,100,2.06,TM,1700181953
478,uttarkashi,30.7333,78.45,12.59,26,92,2.7,IN,1700181954
479,arnprior,45.4334,-76.3494,8.7,81,100,3.06,CA,1700181749
480,kursk,51.7303,36.1939,4.55,80,100,4.02,RU,1700181954
481,morki,56.4303,48.9947,-2.13,85,100,2.91,RU,1700181954
482,siocon,7.7061,122.1353,28.86,73,64,2.08,PH,1700181954
483,burang,30.25,81.1667,-4.64,35,0,0.89,CN,1700181955
484,yelizovo,53.1873,158.3805,-3.92,68,20,2.0,RU,1700181955
485,belfast,54.5833,-5.9333,5.21,94,75,2.57,GB,1700181738
486,diourbel,14.6628,-16.3925,22.99,56,0,0.0,SN,1700181956
487,kidal,18.4411,1.4078,23.08,20,0,5.06,ML,1700181956
488,tramandai,-29.9847,-50.1336,20.59,84,100,3.0,BR,1700181956
489,khovd,48.0056,91.6419,-6.23,69,6,1.26,MN,1700181703
490,freeport,40.6576,-73.5832,15.2,88,0,4.63,US,1700181780
491,vera cruz,-12.6333,-41.0333,24.48,72,74,2.8,BR,1700181957
492,chui,-33.6971,-53.4616,13.97,79,0,2.44,UY,1700181957
493,conception bay south,47.4999,-52.9981,0.41,82,100,3.02,CA,1700181825
494,kruisfontein,-34.0033,24.7314,15.59,89,17,2.1,ZA,1700181619
495,nova vicosa,-17.8919,-39.3719,24.95,86,5,6.74,BR,1700181763
496,mentougou,39.9392,116.0917,2.52,21,0,4.5,CN,1700181958
497,yallahs,17.8748,-76.5624,25.85,94,100,4.85,JM,1700181959
498,lima,-12.0432,-77.0282,22.17,76,100,5.66,PE,1700181596
499,guigang,23.0964,109.6092,13.73,65,30,2.46,CN,1700181959
500,tsiombe,-25.3,45.4833,20.04,76,20,6.31,MG,1700181661
501,saudarkrokur,65.7461,-19.6394,0.82,82,100,3.64,IS,1700181959
502,el nido,11.1858,119.3956,28.82,72,100,3.73,PH,1700181719
503,pathein,16.7833,94.7333,23.33,92,100,4.58,MM,1700181837
504,amuntai,-2.4177,115.2494,27.79,82,89,0.22,ID,1700181960
505,nasrullahganj,22.6833,77.2667,15.81,63,0,2.92,IN,1700181961
506,almansa,38.8692,-1.0971,12.66,84,59,2.8,ES,1700181961
507,woodlake,37.4211,-77.6793,13.01,83,0,0.0,US,1700181961
508,sivas,39.7916,37.0019,3.35,93,75,3.09,TR,1700181961
509,chelak,39.9203,66.8611,13.42,17,100,2.97,UZ,1700181962
510,strezhevoy,60.7333,77.5889,1.65,99,100,7.15,RU,1700181712
511,black point,-34.6187,137.8972,16.08,58,0,4.51,AU,1700181963
512,westport,41.1415,-73.3579,13.3,79,0,4.12,US,1700181963
513,uturoa,-16.7333,-151.4333,26.0,74,99,10.68,PF,1700181964
514,grand falls-windsor,48.9332,-55.6649,-0.28,92,100,1.5,CA,1700181713
515,kandalaksha,67.162,32.4123,-13.94,94,49,0.45,RU,1700181965
516,inirida,3.8653,-67.9239,25.09,91,58,1.49,CO,1700181965
517,bodaybo,57.8506,114.1933,-7.3,92,100,1.77,RU,1700181965
518,kuhdasht,33.535,47.6061,9.84,88,2,1.14,IR,1700181966
519,shalqar,47.8333,59.6,6.77,73,100,4.19,KZ,1700181966
520,sanger,36.708,-119.556,23.84,50,0,2.06,US,1700181887
521,coquimbo,-29.9533,-71.3436,13.85,82,40,4.12,CL,1700181626
522,port hedland,-20.3167,118.5667,30.03,54,0,5.14,AU,1700181637
523,quellon,-43.1167,-73.6167,9.17,90,97,7.35,CL,1700181968
524,dolores,-36.3132,-57.6792,12.98,54,0,2.11,AR,1700181968
525,san antonio de pale,-1.4014,5.6325,26.71,83,77,5.42,GQ,1700181969
526,keflavik,64.0049,-22.5624,4.95,81,0,4.63,IS,1700181682
527,dubbo,-32.25,148.6167,24.07,29,0,3.09,AU,1700181970
528,conceicao da barra,-18.5933,-39.7322,24.66,84,0,5.4,BR,1700181970
529,kasongo-lunda,-6.4667,16.8167,20.59,96,100,0.74,CD,1700181971
530,zeya,53.75,127.2667,-7.51,71,7,0.65,RU,1700181819
531,sao gabriel da cachoeira,-0.1303,-67.0892,26.91,73,95,0.87,BR,1700181971
532,mar del plata,-38.0023,-57.5575,15.61,77,0,12.07,AR,1700181779
533,zabol,32.25,67.25,9.3,27,100,2.7,AF,1700181972
534,nsanje,-16.92,35.262,19.06,79,0,1.19,MW,1700181973
535,dauphin,51.1494,-100.0502,-0.92,64,0,5.66,CA,1700181746
536,hilo,19.7297,-155.09,26.27,82,100,4.12,US,1700181974
537,flekkefjord,58.2971,6.6607,-0.03,82,17,3.42,NO,1700181975
538,'ali sabieh,11.1558,42.7125,22.02,93,100,4.08,DJ,1700181975
539,ghanzi,-21.5667,21.7833,22.8,58,100,3.34,BW,1700181698
540,el granada,37.5027,-122.4694,19.65,78,75,2.57,US,1700181976
541,puerto armuelles,8.2833,-82.8667,27.87,84,100,3.13,PA,1700181976
542,diamantino,-14.4086,-56.4461,28.22,41,24,2.42,BR,1700181872
543,jardim,-21.4803,-56.1381,32.7,26,71,3.83,BR,1700181977
544,puerto ayacucho,5.6639,-67.6236,26.01,85,58,1.8,VE,1700181977
545,tolanaro,-25.0319,46.9987,21.04,83,40,6.17,MG,1700181645
546,columbia,34.0007,-81.0348,17.82,78,75,0.0,US,1700181646
547,tidjikja,18.5564,-11.4271,23.19,16,0,5.62,MR,1700181768
548,hailun,47.45,126.9333,-7.03,92,98,1.58,CN,1700181978
549,princeville,45.7668,-61.2985,6.54,78,100,6.17,CA,1700181979
550,rajaldesar,28.0333,74.4667,17.2,37,17,3.11,IN,1700181980
551,luanda,-8.8368,13.2343,27.0,83,75,4.12,AO,1700181596
552,freetown,8.484,-13.2299,26.46,85,0,1.59,SL,1700181980
553,oamaru,-45.0784,170.9801,9.1,91,100,8.99,NZ,1700181692
554,banda aceh,5.5577,95.3222,27.08,81,100,1.65,ID,1700181981
555,barra dos coqueiros,-10.9089,-37.0386,27.01,78,20,5.66,BR,1700181981
556,mossel bay,-34.1831,22.146,14.96,75,28,1.59,ZA,1700181982
557,hasilpur,29.7122,72.5553,16.63,30,19,2.76,PK,1700181982
558,calvinia,-31.4707,19.776,19.53,40,100,1.31,ZA,1700181983
559,geneseo,42.7959,-77.8169,11.95,69,65,3.53,US,1700181983
560,imaricho-ko,33.2667,129.8833,10.87,78,100,6.92,JP,1700181983
561,port alfred,-33.5906,26.891,19.54,93,92,2.96,ZA,1700181662
562,markovo,57.3206,107.0881,-4.06,83,100,3.08,RU,1700181984
563,federal,-30.9547,-58.7833,18.68,72,100,3.27,AR,1700181984
564,arkhangel'sk,64.5401,40.5433,-5.49,84,49,4.31,RU,1700181614
565,polyarnyy,69.1989,33.4478,-7.55,82,100,8.38,RU,1700181818
566,sibut,5.718,19.0739,20.82,92,100,0.26,CF,1700181986
567,tobruk,32.0836,23.9764,20.68,79,2,3.93,LY,1700181986
568,malaga,36.7202,-4.4203,17.06,85,75,1.54,ES,1700181842
569,vanino,49.0869,140.2543,-1.15,84,97,0.66,RU,1700181987
570,sao jose da coroa grande,-8.8978,-35.1478,25.47,79,37,5.11,BR,1700181988
571,kapiri mposhi,-13.9652,28.6809,17.87,53,77,2.64,ZM,1700181988
572,monrovia,6.3005,-10.7969,24.87,83,0,2.41,LR,1700181988
573,santa terezinha,-29.9002,-50.0904,20.65,84,100,2.72,BR,1700181989
574,jianguang,28.1938,115.7836,11.02,58,90,1.97,CN,1700181989
575,bahawalnagar,30.5508,73.3908,16.44,42,50,1.34,PK,1700181846
576,hastings,50.8552,0.5729,7.66,54,30,4.37,GB,1700181991
577,igarka,67.4667,86.5833,-25.85,100,48,2.84,RU,1700181991
578,la gi,10.6667,107.7833,26.24,81,100,4.35,VN,1700181992
579,toliara,-23.35,43.6667,24.16,62,0,6.22,MG,1700181722
580,paciran,-6.8767,112.3761,29.39,68,71,2.48,ID,1700181992
581,saint-leonard,50.6906,1.6254,8.95,87,100,4.63,FR,1700181993
582,palangkaraya,-2.2,113.8333,28.41,79,72,0.37,ID,1700181993
